section	canonical_label	action_slug	source_labels	normalization_status	representative_source_label	first_timecode	about_summary	primary_value	primary_tokens	primary_kind	primary_value_status	primary_value_source	secondary_value	secondary_tokens	secondary_kind	secondary_value_status	secondary_value_source	resolution_status	change_note	export_xml_tag	export_status
MISCELLANEOUS	SHOW SCREEN-CENTRE DOT	show_screen_centre_dot	SHOW SCREEN-CENTRE DOT	manual-supplement	SHOW SCREEN-CENTRE DOT	0:10:00	Screen-centre dot setting.	ON	[]	setting_value	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.		not-mapped
MISCELLANEOUS	WEAPON COLOUR	weapon_colour	WEAPON COLOUR	manual-supplement	WEAPON COLOUR	0:10:01	Toggles weapon colour customisation.	UNASSIGNED	[]	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video; visible row is blank.	WeaponColourToggle	ready
MISCELLANEOUS	ENGINE COLOUR	engine_colour	ENGINE COLOUR	manual-supplement	ENGINE COLOUR	0:10:02	Toggles engine colour customisation.	UNASSIGNED	[]	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video; visible row is blank.	EngineColourToggle	ready
MISCELLANEOUS	NIGHT VISION	night_vision	NIGHT VISION	manual-supplement	NIGHT VISION	0:10:02	Toggles night vision.	TRIANGLE+L3	"[""TRIANGLE"", ""L3""]"	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video; PC XML tag verified from Elite's saved XInput profile as NightVisionToggle.	NightVisionToggle	ready
MODE SWITCHES	EXTERNAL PANEL	external_panel	EXTERNAL PANEL	manual-supplement	EXTERNAL PANEL	0:12:17	Focuses the external/left interface panel.	SQUARE+DPAD_LEFT	"[""SQUARE"", ""DPAD_LEFT""]"	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.	FocusLeftPanel	ready
MODE SWITCHES	COMMS PANEL	comms_panel	COMMS PANEL	manual-supplement	COMMS PANEL	0:12:19	Opens and focuses the communications panel.	SQUARE+DPAD_UP	"[""SQUARE"", ""DPAD_UP""]"	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.	FocusCommsPanel	ready
MODE SWITCHES	QUICK COMMS	quick_comms	QUICK COMMS	manual-supplement	QUICK COMMS	0:12:19	Opens quick communications.	UNASSIGNED	[]	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video; visible row is blank.	QuickCommsPanel	ready
MODE SWITCHES	ROLE PANEL	role_panel	ROLE PANEL	manual-supplement	ROLE PANEL	0:12:19	Focuses the role/radar panel.	UNASSIGNED	[]	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video; visible row is blank.	FocusRadarPanel	ready
MODE SWITCHES	INTERNAL PANEL	internal_panel	INTERNAL PANEL	manual-supplement	INTERNAL PANEL	0:12:19	Focuses the internal/right interface panel.	SQUARE+DPAD_RIGHT	"[""SQUARE"", ""DPAD_RIGHT""]"	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.	FocusRightPanel	ready
MODE SWITCHES	OPEN GALAXY MAP	open_galaxy_map	OPEN GALAXY MAP	manual-supplement	OPEN GALAXY MAP	0:12:20	Opens the galaxy map.	TRIANGLE+DPAD_LEFT	"[""TRIANGLE"", ""DPAD_LEFT""]"	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.	GalaxyMapOpen	ready
MODE SWITCHES	OPEN SYSTEM MAP	open_system_map	OPEN SYSTEM MAP	manual-supplement	OPEN SYSTEM MAP	0:12:21	Opens the system map.	TRIANGLE+DPAD_RIGHT	"[""TRIANGLE"", ""DPAD_RIGHT""]"	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.	SystemMapOpen	ready
MODE SWITCHES	SHOW CQC SCORE SCREEN	show_cqc_score_screen	SHOW CQC SCORE SCREEN	manual-supplement	SHOW CQC SCORE SCREEN	0:12:22	Shows CQC score summary.	UNASSIGNED	[]	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video; visible row is blank.	ShowPGScoreSummaryInput	ready
INTERFACE MODE	AUTO FOCUS ON TEXT INPUT FIELD	auto_focus_on_text_input_field	AUTO FOCUS ON TEXT INPUT FIELD	manual-supplement	AUTO FOCUS ON TEXT INPUT FIELD	0:12:19	Automatically focuses text input field.	ON	[]	setting_value	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.		not-mapped
INTERFACE MODE	LOOKING AT EXTERNAL PANEL	looking_at_external_panel	LOOKING AT EXTERNAL PANEL	manual-supplement	LOOKING AT EXTERNAL PANEL	0:12:19	Headlook behavior while looking at external panel.	DOES NOTHING	[]	setting_value	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.		not-mapped
INTERFACE MODE	LOOKING AT COMMS PANEL	looking_at_comms_panel	LOOKING AT COMMS PANEL	manual-supplement	LOOKING AT COMMS PANEL	0:12:19	Headlook behavior while looking at comms panel.	DOES NOTHING	[]	setting_value	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.		not-mapped
INTERFACE MODE	LOOKING AT ROLE PANEL	looking_at_role_panel	LOOKING AT ROLE PANEL	manual-supplement	LOOKING AT ROLE PANEL	0:12:19	Headlook behavior while looking at role panel.	FOCUSES THE PANEL	[]	setting_value	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.		not-mapped
INTERFACE MODE	LOOKING AT INTERNAL PANEL	looking_at_internal_panel	LOOKING AT INTERNAL PANEL	manual-supplement	LOOKING AT INTERNAL PANEL	0:12:19	Headlook behavior while looking at internal panel.	DOES NOTHING	[]	setting_value	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.		not-mapped
INTERFACE MODE	ENABLE UI CAMERA LOCK ON	enable_ui_camera_lock_on	ENABLE UI CAMERA LOCK ON	manual-supplement	ENABLE UI CAMERA LOCK ON	0:12:22	UI camera lock setting.	ON	[]	setting_value	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.		not-mapped
HEADLOOK MODE	HEADLOOK	headlook	HEADLOOK	manual-supplement	HEADLOOK	0:13:36	Toggles headlook.	R3+L3	"[""R3"", ""L3""]"	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.	HeadLookToggle	ready
GALAXY MAP	OPEN DISCOVERY	open_discovery	OPEN DISCOVERY	manual-supplement	OPEN DISCOVERY	0:13:37	Opens the discovery/codex panel.	UNASSIGNED	[]	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video; visible row is blank.	OpenCodexGoToDiscovery	ready
GALAXY MAP	SWITCH COCKPIT MODE	switch_cockpit_mode	SWITCH COCKPIT MODE	manual-supplement	SWITCH COCKPIT MODE	0:13:37	Switches cockpit HUD mode.	TOUCHPAD	"[""TOUCHPAD""]"	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.	PlayerHUDModeToggle	ready
GALAXY MAP	ENTER FSS MODE	enter_fss_mode	ENTER FSS MODE	manual-supplement	ENTER FSS MODE	0:14:36	Enters Full Spectrum System mode.	TOUCHPAD	"[""TOUCHPAD""]"	button_binding	confirmed	manual-canonical		[]	empty			confirmed	Recovered from second original controls video.	ExplorationFSSEnter	ready
